375.61	0.030
378.43	0.002
404.05	0.002
414.46	0.009
421.65	0.054
429.22	0.140
437.55	0.345
441.88	0.530
445.02	0.697
447.76	0.837
449.73	0.928
450.91	0.964
454.10	0.997
457.32	0.975
459.75	0.905
463.00	0.790
465.05	0.661
467.10	0.552
469.93	0.462
473.97	0.376
478.41	0.292
483.64	0.235
490.47	0.187
496.88	0.176
504.87	0.207
510.86	0.261
518.04	0.328
526.00	0.435
535.97	0.527
547.96	0.593
560.36	0.628
575.57	0.625
588.40	0.607
594.01	0.596
602.02	0.568
606.81	0.622
609.17	0.729
611.58	0.708
614.41	0.636
616.04	0.575
617.66	0.524
624.08	0.474
630.10	0.443
638.12	0.414
644.15	0.361
652.57	0.320
661.00	0.267
671.43	0.224
681.45	0.190
693.49	0.145
709.52	0.107
723.94	0.082
740.37	0.053
749.58	0.044

