391.22	0.044
397.21	0.092
400.79	0.146
403.56	0.230
403.95	0.271
406.75	0.260
408.77	0.215
409.58	0.185
410.80	0.146
414.40	0.162
416.79	0.180
418.01	0.152
420.03	0.110
423.21	0.145
424.40	0.185
425.20	0.191
427.21	0.160
429.62	0.138
432.81	0.170
434.00	0.213
437.17	0.281
438.40	0.230
439.23	0.151
440.45	0.112
444.46	0.082
449.26	0.096
452.45	0.126
456.05	0.143
460.06	0.117
462.88	0.087
467.27	0.117
468.85	0.170
470.83	0.235
470.80	0.299
471.98	0.359
472.32	0.495
472.28	0.614
473.41	0.784
475.48	0.611
476.77	0.392
478.04	0.210
478.86	0.163
480.48	0.117
482.07	0.154
484.46	0.180
485.68	0.140
487.29	0.106
488.50	0.090
492.50	0.115
497.68	0.156
499.28	0.184
499.68	0.166
502.09	0.163
504.08	0.173
505.62	0.344
505.97	0.470
507.07	0.722
507.00	0.888
507.76	0.991
509.90	0.649
511.53	0.589
511.64	0.297
512.88	0.208
512.10	0.160
513.72	0.096
516.54	0.068
519.33	0.101
520.52	0.128
521.31	0.151
523.33	0.114
525.33	0.106
526.93	0.117
527.74	0.100
529.74	0.086
532.13	0.137
533.28	0.263
533.24	0.345
534.42	0.411
536.84	0.356
537.27	0.292
537.70	0.230
539.71	0.201
540.92	0.165
541.73	0.148
544.08	0.278
544.43	0.398
545.18	0.537
545.12	0.683
545.49	0.774
546.67	0.813
548.73	0.661
549.98	0.544
549.22	0.446
552.02	0.454
552.87	0.342
554.11	0.246
555.33	0.188
558.52	0.210
559.31	0.244
562.11	0.243
564.11	0.261
565.66	0.378
566.01	0.502
565.92	0.740
567.46	0.899
568.62	0.997
571.44	0.952
571.50	0.796
571.95	0.691
572.36	0.663
572.81	0.524
574.06	0.409
575.29	0.348
576.49	0.333
579.29	0.334
580.50	0.319
583.70	0.328
584.09	0.359
584.85	0.451
586.43	0.510
587.60	0.580
588.83	0.516
589.99	0.622
591.15	0.722
591.12	0.809
592.68	0.913
594.68	0.900
596.74	0.756
599.19	0.652
601.24	0.532
604.08	0.432
606.91	0.358
610.15	0.285
612.96	0.264
615.37	0.249
617.37	0.246
618.56	0.264
619.34	0.327
619.72	0.373
621.71	0.390
622.91	0.407
623.71	0.418
626.12	0.398
626.13	0.373
626.13	0.353
626.54	0.341
627.73	0.359
628.53	0.381
628.52	0.406
630.92	0.397
631.34	0.347
632.58	0.264
633.80	0.213
634.60	0.199
637.41	0.191
638.22	0.177
641.42	0.173
642.23	0.152
645.04	0.138
646.65	0.121
651.06	0.114
653.46	0.103
657.87	0.101
660.67	0.089
665.08	0.087
667.48	0.103
667.47	0.123
667.86	0.149
668.25	0.180
669.04	0.207
671.02	0.243
672.64	0.201
673.46	0.168
674.27	0.143
675.08	0.123
676.68	0.110
680.29	0.104
681.08	0.117
683.89	0.112
685.10	0.095
690.31	0.075
695.52	0.072
699.92	0.072
702.73	0.064
704.73	0.050
708.74	0.047
711.94	0.051
716.35	0.047
720.35	0.039
727.56	0.039

