320	98.59
419	91.55
447	91.55
478	98.59
511	98.59
521	112.68
528	161.97
533	288.73
537	457.75
542	760.56
545	1077.46
549	1464.79
553	1845.07
557	2154.93
561	2429.58
566	2711.27
573	2894.37
579	3021.13
585	3042.25
591	3063.38
596	3169.01
600	3309.86
605	3500.00
608	3711.27
614	3866.20
621	3985.92
630	4021.13
637	3992.96
644	3971.83
649	3880.28
654	3795.77
661	3697.18
663	3647.89
667	3690.14
675	3732.39
685	3795.77
693	3845.07
701	3795.77
706	3774.65
712	3669.01
718	3521.13
726	3373.24
732	3204.23
737	3028.17
743	2880.28
750	2753.52
755	2654.93
762	2577.46
769	2556.34
775	2528.17
780	2500.00
786	2577.46
790	2683.10
795	2704.23
801	2640.85
803	2514.08
808	2387.32
814	2204.23
825	1929.58
835	1683.10
849	1422.54
861	1267.61
871	1176.06
880	1112.68
886	1126.76
891	1154.93
896	1218.31
901	1330.99
907	1366.20
912	1345.07
921	1204.23
927	1021.13
934	830.99
938	676.06
941	514.08
946	464.79
953	478.87
959	471.83
969	436.62
978	338.03
987	281.69
997	232.39
