320	71.30
460	98.04
491	89.13
528	89.13
573	98.04
597	98.04
604	106.95
609	142.60
614	196.08
619	267.38
624	392.16
627	525.85
631	713.01
636	1105.17
638	1461.68
641	1764.71
643	2076.65
644	2450.98
647	2878.79
648	3315.51
650	3636.36
653	3912.66
655	4019.61
657	4010.70
658	3859.18
660	3547.24
662	3155.08
664	2869.88
665	2486.63
667	2130.12
669	1755.79
670	1461.68
672	1176.47
674	953.65
676	713.01
678	516.93
681	383.24
684	294.12
689	196.08
694	124.78
700	106.95
707	89.13
719	98.04
741	89.13
775	80.21
807	80.21
849	89.13
