379	0.0015179
381	0.0016869
383	0.0018606
385	0.0020367
387	0.0022163
389	0.0024011
391	0.00258
393	0.0027644
395	0.0029515
397	0.00313
399	0.0033175
401	0.0035075
403	0.0036962
405	0.0038729
407	0.0040467
409	0.0042168
411	0.0043944
413	0.0045681
415	0.0047379
417	0.0049015
419	0.0050678
421	0.0052401
423	0.005408
425	0.0055783
427	0.0057457
429	0.0059173
431	0.006092
433	0.0062681
435	0.0064415
437	0.0066155
439	0.0067911
441	0.0069705
443	0.0071456
445	0.0073209
447	0.0075009
449	0.0076789
451	0.0078591
453	0.008042
455	0.0082277
457	0.0084066
459	0.0085856
461	0.0087771
463	0.0089562
465	0.0091427
467	0.0093321
469	0.0095274
471	0.0097157
473	0.0099052
475	0.010097
477	0.010296
479	0.010487
481	0.010693
483	0.010882
485	0.011085
487	0.011281
489	0.011484
491	0.011685
493	0.011887
495	0.01209
497	0.012296
499	0.012501
501	0.012703
503	0.012908
505	0.013116
507	0.013326
509	0.01354
511	0.013744
513	0.013957
515	0.014168
517	0.014382
519	0.014592
521	0.014804
523	0.015018
525	0.015226
527	0.015445
529	0.015659
531	0.015878
533	0.016084
535	0.016308
537	0.016519
539	0.016736
541	0.016955
543	0.017175
545	0.01739
547	0.017606
549	0.017828
551	0.018041
553	0.018261
555	0.018478
557	0.018694
559	0.018909
561	0.019126
563	0.019341
565	0.019562
567	0.019774
569	0.020002
571	0.020211
573	0.020425
575	0.02064
577	0.020849
579	0.02106
581	0.021275
583	0.021491
585	0.021701
587	0.021903
589	0.022118
591	0.022327
593	0.022537
595	0.022738
597	0.022943
599	0.023153
601	0.023358
603	0.023565
605	0.023759
607	0.023965
609	0.024166
611	0.024365
613	0.024566
615	0.02476
617	0.024958
619	0.025163
621	0.025355
623	0.02554
625	0.02574
627	0.025935
629	0.026128
631	0.026315
633	0.026496
635	0.02669
637	0.02687
639	0.02705
641	0.027247
643	0.027418
645	0.027609
647	0.027775
649	0.027962
651	0.02813
653	0.028304
655	0.028496
657	0.028666
659	0.028832
661	0.029002
663	0.029175
665	0.029329
667	0.029504
669	0.029671
671	0.029832
673	0.03
675	0.030152
677	0.030325
679	0.030463
681	0.030623
683	0.030779
685	0.030949
687	0.0311
689	0.031261
691	0.031412
693	0.031568
695	0.031712
697	0.031863
699	0.032016
701	0.032167
703	0.032314
705	0.032452
707	0.03261
709	0.032733
711	0.032881
713	0.033008
715	0.033118
717	0.033249
719	0.033385
721	0.033518
723	0.033641
725	0.033759
727	0.033872
729	0.034005
731	0.03411
733	0.034222
735	0.034347
737	0.034448
739	0.034554
741	0.034658
743	0.034763
745	0.034869
747	0.034961
749	0.035047
751	0.035154
753	0.03525
755	0.035337
757	0.035415
759	0.035512
761	0.035585
763	0.035666
765	0.035743
767	0.035815
769	0.035896
771	0.035968
773	0.036055
775	0.036107
777	0.03619
779	0.036245
781	0.036324
783	0.036387
785	0.036469
787	0.036536
789	0.036583
791	0.036636
793	0.036714
795	0.036819
797	0.036854
799	0.036902
801	0.036959
803	0.037015
805	0.037055
807	0.037125
809	0.037195
811	0.037222
813	0.037276
815	0.037288
817	0.037356
819	0.037425
821	0.037436
823	0.037483
825	0.037524
827	0.037571
829	0.037603
831	0.037646
833	0.037688
835	0.03774
837	0.037794
839	0.037852
841	0.037905
843	0.037933
845	0.037994
847	0.03805
849	0.038074
851	0.038149
853	0.038195
855	0.038213
857	0.038274
859	0.03828
861	0.038331
863	0.038357
865	0.038419
867	0.038441
869	0.038444
871	0.038455
873	0.038473
875	0.038489
877	0.038543
879	0.038553
881	0.038515
883	0.038542
885	0.038557
887	0.038558
889	0.038541
891	0.038544
893	0.038511
895	0.038552
897	0.038495
899	0.038512
901	0.038495
903	0.038454
905	0.038444
907	0.038437
909	0.038421
911	0.038408
913	0.03841
915	0.038393
917	0.038371
919	0.038335
921	0.038325
923	0.038324
925	0.038282
927	0.03829
929	0.038228
931	0.03821
933	0.038238
935	0.038131
937	0.038163
939	0.038139
941	0.038081
943	0.038007
945	0.038056
947	0.03811
949	0.038082
951	0.038026
953	0.038006
955	0.037912
957	0.037978
959	0.037894
961	0.037875
963	0.037872
965	0.037792
967	0.03779
969	0.037763
971	0.037748
973	0.03773
975	0.037669
977	0.03764
979	0.037632
981	0.037549
983	0.037505
985	0.037505
987	0.037373
989	0.037399
991	0.03733
993	0.037318
995	0.037247
997	0.0372
999	0.037158
1001	0.037111
1003	0.037052
1005	0.037036
1007	0.036923
1009	0.036923
1011	0.036864
1013	0.036797
1015	0.036766
1017	0.036742
1019	0.036709
1021	0.036544
1023	0.036485
1025	0.036424
1027	0.036492
1029	0.036513
1031	0.036471
1033	0.036378
1035	0.036267
1037	0.036199
1039	0.036196
1041	0.03625
1043	0.036185
1045	0.036126
