320	130.14
455	136.99
461	164.38
468	226.03
472	321.92
475	458.90
478	623.29
480	787.67
481	938.36
483	1102.74
484	1308.22
486	1541.10
487	1780.82
488	1986.30
490	2219.18
491	2458.90
492	2684.93
493	2952.05
494	3178.08
496	3390.41
499	3609.59
501	3787.67
504	3856.16
506	3767.12
508	3609.59
510	3438.36
512	3260.27
513	3075.34
515	2890.41
516	2719.18
518	2534.25
519	2321.92
520	2136.99
522	1958.90
524	1760.27
525	1568.49
527	1397.26
530	1198.63
532	1020.55
535	842.47
537	691.78
540	568.49
545	438.36
548	335.62
553	239.73
559	178.08
567	143.84
575	130.14
584	123.29
595	130.14
611	130.14
648	130.14
727	123.29
850	130.14
