320	91.70
417	91.70
450	98.25
494	91.70
524	98.25
550	104.80
571	98.25
579	124.45
585	170.31
589	242.36
593	347.16
596	491.27
601	674.67
603	884.28
606	1093.89
608	1303.49
611	1565.50
613	1794.76
616	2037.12
619	2246.72
622	2489.08
626	2744.54
631	3039.30
635	3262.01
638	3445.41
642	3569.87
647	3694.32
651	3772.93
657	3831.88
662	3858.08
667	3805.68
672	3740.17
677	3661.57
681	3582.97
687	3537.12
692	3530.57
699	3543.67
704	3563.32
710	3582.97
715	3589.52
721	3524.02
726	3451.97
733	3373.36
739	3275.11
744	3170.31
749	3032.75
753	2901.75
757	2803.49
760	2685.59
764	2574.24
767	2469.43
771	2364.63
775	2259.83
779	2194.32
785	2266.38
790	2371.18
798	2377.73
804	2292.58
811	2181.22
817	2030.57
825	1899.56
834	1775.11
840	1657.21
849	1558.95
857	1408.30
865	1303.49
873	1185.59
881	1106.99
887	1061.14
897	1133.19
904	1205.24
911	1172.49
919	1100.44
926	1008.73
931	851.53
936	687.77
940	510.92
944	451.97
953	451.97
960	438.86
969	412.66
979	327.51
987	275.11
996	229.26
